"","INI","BOOU","DEER","EZLE","GRCL","LENO","LETH","LOVA","MATA","MOHU","NIJO","PAMA","TRWI","ZAMI"
"time",101.889592852435,101.70135689266,84.5853503755856,105.089719425838,110.308734685783,77.4490766963456,218.756272997296,69.9362579453003,75.5423397970291,84.5853525255628,57.0465035820861,104.219278614272,89.0587437160203,72.7153470590689
"HR",3.04650634569315,4.86771690433584,5.05904114662719,2.01444381649005,3.02797267889323,1.13314370748608,4.09145609340269,0.276632380150725,8.74985651235171,0.175977958772861,0.146701043226207,5.52105735813681,9.33617251941946,0.218640937177746
"FP1AlphaMean",0.318860753989429,0.246090582995278,1.43237012755701,0.542521025584967,0.465327704860249,0.249673999002413,0.738946783288928,5.32075352183643,0.42793478155495,0.192100861171667,0.18166716004379,0.464803164032704,0.861719238293841,0.951365918063951
"FP1BetaMean",1.54282993712345,1.34651290831675,2.64494342418559,0.606435765554588,0.697711588771754,0.295887405296465,0.954738625856513,0.315901167992615,0.641333404891199,0.342785567890185,0.170519569079258,0.56358083462751,0.290103935332677,5.11237427088459
"FP1ThetaMean",0.332861330609225,0.49835221422786,0.196564496462204,1.08845962016989,0.272579750784392,0.195422670725052,1.1230651288248,0.293906011692148,0.150490678972074,0.792115194868583,0.20444545086576,0.444614518790017,0.633838853964125,0.266954806092306
"FP1DeltaMean",0.760599145443971,0.58161096482744,1.58568227656699,5.16312248941623,1.25163179977016,0.6915727800429,0.989199555038525,2.31487823053992,0.299771617420709,3.31520622157626,0.114225924534425,3.16823602618122,0.862305655902461,0.146632675438506
"FP2AlphaMean",0.229991469711988,0.292583053028211,0.669753237652998,0.526292052823904,0.255142579974763,0.147623111916171,0.892854920640643,6.24754465914863,0.345741719693402,0.189243706509462,2.51006115878291,0.315337031001531,0.768020387684956,0.214321082865301
"FP2BetaMean",0.521006608164542,0.755131876685211,2.76517762562538,0.686861740870424,0.505610432719565,0.120700207106804,1.00600084620381,0.0991430961427752,0.344452039926912,0.373274539579474,28.670837388316,0.655582464999168,0.282975293761299,6.13052019404754
"FP2ThetaMean",0.563280246814558,0.716830692921302,0.159664061812618,2.40493212336222,1.02380603266905,0.135478247037002,1.01313269414543,0.12273401228629,0.242268743688023,0.193392484359163,10.3265348715923,0.441651222591017,1.17976973999657,0.145594509903464
"FP2DeltaMean",0.476029075111682,0.331464980216708,1.13854990813134,7.3369805228252,1.20812964587225,0.818761277661981,0.878331201849694,1.55710496399036,0.19808554070789,0.400406149042101,3.43725676986933,8.5451970251934,0.30618649857646,0.136081431771468
"F7AlphaMean",0.352030288774976,0.559096457942558,2.11428890686547,0.353015054601125,0.356680054874508,0.404367853428109,0.758901480499961,8.25862345429082,0.158539999332863,0.732152584123204,1.50197385526695,0.296694355334894,10.9064791239034,0.102251977884361
"F7BetaMean",0.437001749789751,0.396537064360897,0.654282625634771,0.58133786340944,0.392862594582524,0.328512580837976,1.00516558794593,0.132766639001388,27.8866806854809,0.648437377268636,0.325641924664565,0.889788903207039,7.33853173739883,1.60608481358922
"F7ThetaMean",0.355928259322507,0.602837967195944,0.462074198943626,0.369822770932762,0.270557015261135,16.2291083206782,1.18734365148913,0.256550553203887,0.149752898893679,1.11937700855314,0.732972663701273,2.9831587029131,0.334692820962447,0.286412726728401
"F7DeltaMean",1.01155019057935,0.57036940546512,0.292776392056561,0.969949589004586,0.365374224191845,9.41114450001442,0.839988755571135,0.424768229973015,0.199438207555406,14.5808709235325,0.339475670368851,6.21454426212788,0.956132396763585,0.474115134793237
"F3AlphaMean",0.338102531224071,0.328679526252246,1.95721136732959,1.44001909670467,0.241940336713331,0.211158267979404,1.03709840562233,5.51870203023899,0.415344298081842,0.794137657348892,0.0479850533761147,0.430281875554314,3.30211309147101,0.598595712262679
"F3BetaMean",2.08833164022113,1.80446399229396,1.82592013135706,0.503571950797698,0.376919318667626,0.184124477056249,0.85680425852774,0.180669552982138,17.8905832367488,0.570562316201722,0.410042368143631,0.543446658753753,5.00994532035293,7.79136531961017
"F3ThetaMean",2.72917284807812,3.68791600465514,0.169836060520354,0.23677705852616,0.347913603516911,0.445286017636251,0.963202323385914,0.0698234724022014,0.153616872711267,0.213767023305089,0.199572273373759,0.418251712494466,0.425358701886379,0.558681174212209
"F3DeltaMean",9.50009572282661,10.1574171879969,0.175765308544449,0.205255859967866,0.364761929997828,0.095577886006181,0.750111419596001,0.0724634425252664,0.182748675999897,0.214104471664489,0.129758592394524,1.31994701605008,0.308091806081032,1.56735785690283
"FzAlphaMean",0.291838275025577,0.329757619387763,1.73761903249027,1.87855380011943,0.232365527563974,0.146605817187796,0.929929819887869,7.26441064361266,0.950530698166158,0.414837032744534,0.097221246043966,0.405566284860291,5.67750421612366,0.813291900515156
"FzBetaMean",0.547423152875428,0.459955315359854,0.662868113326103,0.534511137631062,0.720882413126597,0.205272722397028,0.82638803987384,0.335878398927207,0.527112242863079,0.3931835494129,1.42951931956797,0.572299193582683,1.12442134075418,0.398852335476441
"FzThetaMean",0.3308962063778,0.338881378594951,0.382062451402239,0.429285346140661,0.356525564838436,0.354344526052067,0.869423915368193,0.196590043443607,0.123637592055229,0.210967644255521,0.0666508412289172,0.437446390177167,0.437415200735571,0.0813029756075773
"FzDeltaMean",0.436650712935949,0.502394489039906,0.128870267553359,0.333676472619069,0.362813494090403,0.169202465976275,1.03176864277425,0.239612920905989,0.10350522978926,0.19968377562368,0.0698187462569382,0.416411183801947,0.222789523120182,0.0989571380200343
"F4AlphaMean",0.256155248642395,0.486145248537503,2.17351708567146,0.624873444045746,0.301050585648671,0.232033052593426,0.831892560629474,9.04017278343811,0.550911644503817,0.210574975580566,0.163960836464041,0.311760280775369,0.883197745269132,0.99824856051685
"F4BetaMean",0.390255979564731,0.325920069361594,1.03615972856851,1.90266757551055,0.503200837007956,0.139235171654629,0.795126199852136,0.103697469417235,2.43283228982573,0.228231894272809,4.03865771483355,0.576981845126194,0.211631796664779,9.88096147688599
"F4ThetaMean",0.433679171143708,0.36672377129267,0.381893815120419,0.686681433514502,0.247342727160124,0.372315664161629,0.965035766041588,0.167593129715292,0.126522314237064,0.0855204593868895,0.0970183734880429,0.422128597286666,0.290223303014943,0.267062078165778
"F4DeltaMean",0.484519647462149,0.585131180507297,0.163212081152516,9.72920491638098,0.341466215050459,0.175215488643709,1.13494820729622,0.321353540888384,0.123838633313422,0.198979868308194,0.181705850055797,0.403956102524806,0.159323879509785,0.284420386870227
"F8AlphaMean",0.212255125165999,0.326792938699911,1.50187472217963,1.64000673572884,0.297234028762804,0.222089768126522,0.79587380119856,8.77312698557097,0.250119413319433,0.383565869207651,0.555557799644266,0.521335428396427,0.745623849579014,0.159898454694022
"F8BetaMean",0.36770910209784,0.229354885209902,0.491187052199798,0.287051683537915,1.00018906643155,0.244619999218464,1.03026202654331,0.10808174842467,1.55153446047381,0.253572814540297,10.0285130560505,1.6327653914973,0.29870829185531,1.23675396962116
"F8ThetaMean",0.533979176291129,0.562638115588809,0.220587306171069,0.32880530762113,0.589815110263074,0.623000570789372,0.922985796500855,0.181904598740689,0.191992215739258,0.457318863367333,6.58608317228234,2.52195214313152,0.373288756398979,0.203749999115472
"F8DeltaMean",0.4793126516251,0.611280405151216,0.301481824744441,0.239117092379255,1.20642677531174,0.54244640196592,0.997749645951093,0.802489504391303,0.519154686110814,7.57867964306907,1.44023040711072,7.54579326027174,1.06416551383718,0.0579287313807984
"T3AlphaMean",1.32664235579736,1.52663619155588,1.67025055289301,0.220090464849372,1.06907860294061,0.193479562027663,0.70233391195856,0.395106633047208,0.135649731264977,0.767099307360891,13.7486556001513,0.331530929632507,0.393379671059657,0.0833530695868247
"T3BetaMean",6.29878564648108,8.51983302438885,0.971262249200966,0.300944965489436,3.97739367933441,1.75606877906027,0.948466268555973,3.55874805267227,44.6978400913749,41.1573143078724,0.727588497873392,1.66001927315613,0.28353834733426,1.11199714665514
"T3ThetaMean",2.24588644924501,1.85516891911581,0.525684505285773,0.22243965622585,0.530632573976104,0.388187095675139,0.983024945220053,8.52512802160213,0.152461335946951,0.206708907729058,0.413156118064029,1.61175054852426,0.248426001011067,0.386660800897657
"T3DeltaMean",0.687133435389488,0.473667204628469,0.148173320349065,0.635123853739527,1.85436686232293,3.18214553526757,0.835314444979942,4.74733656208052,0.43272904162177,0.141884157339098,0.380867926658918,2.88898667809049,0.359363986801186,0.35039247672355
"C3AlphaMean",0.505434059771482,0.583177678815399,0.661435404286769,0.340208580558152,0.536734824170801,0.118138051778198,0.963566003136093,2.13133047677349,0.17842820276029,0.495963354033292,7.05615698074811,0.73741177673074,0.425068197632494,0.729263806244202
"C3BetaMean",0.817289368954735,0.888265239305241,0.205289935257851,0.222253667980319,0.474790658862036,0.212756274993396,1.22307773050338,0.149884388358407,27.906404506925,0.306618062780384,22.7066326787694,3.73052830990373,2.67162308418818,2.63580753624331
"C3ThetaMean",0.363222412313409,0.463917216524713,0.304694091575619,0.869742743965549,2.88654258319218,0.506837661275253,0.822316867160154,0.135244629084624,0.22923706284323,0.135082817437576,0.240638622197261,3.73103347230288,1.28506750516802,0.421621208939284
"C3DeltaMean",0.526534503734367,0.326522584288377,0.261109236745906,0.83870839505349,14.1670936847782,0.232826550997977,0.953687155782176,0.0978298097359557,0.589566198613184,0.251289769136164,0.480763430529184,17.7735448741726,0.321019557143102,0.263115989965616
"CzAlphaMean",0.544830501582116,0.463350806457641,0.366335993948164,0.455903989224277,0.471800129002116,0.194211946133772,0.871709452852603,5.49445460830906,0.198843661893805,0.344122771199347,0.491016932491664,0.413077134863787,0.797741793978696,2.40603989695126
"CzBetaMean",0.299667694094798,0.326050346494375,0.74828179683424,0.370014380882938,3.74574550732389,0.155681660396923,0.800847070181929,0.211401820657203,0.683909720076459,0.149793261345569,11.5475726925121,1.26876780238834,0.374305982822714,3.15062972238503
"CzThetaMean",0.331367892875271,0.361697052273776,0.291727623538593,0.348841280254326,0.40122693351509,2.02561643712402,0.993127494571428,0.111394181922907,0.0951082423996659,0.205342710813725,0.143131504516392,0.334535914359499,0.36028560099303,0.136935464737062
"CzDeltaMean",0.338883309241042,0.294393452904745,0.188443463667585,0.246736306858599,0.231489731307065,0.40428752368593,0.939019677668486,0.125624325665525,0.15775690977656,0.3962567953644,0.0995600382861352,0.427022759601563,0.234057248662004,0.0738152631083798
"C4AlphaMean",0.450124299870632,0.478862785709254,2.04568954201811,0.358170529533936,0.351065463848076,0.176887450983791,1.19781508604063,3.81743113092547,0.174591797473263,1.02214103688621,10.097747181196,0.372936084767878,4.24568637476326,0.997807175779136
"C4BetaMean",0.312050842875568,0.361920492344715,0.245924305007611,0.439354937246432,6.70415176991832,0.23532850946767,1.57850584518176,0.331598605266187,3.99052824469203,0.148402070274544,16.8760701750113,0.686082773942741,0.262182929685032,7.5409314401883
"C4ThetaMean",0.301838763731012,0.376558254538277,0.170288847931828,0.270309064930823,0.343250654804329,0.184357677831124,1.10511459111866,0.0893604065283803,0.216712468964026,0.08565620204006,0.113929229274913,0.320260425979486,0.339974880783825,0.330401840429772
"C4DeltaMean",0.457653874775543,0.290266768071503,0.226011314597024,0.499059247822755,0.366039010717434,0.277402009870943,1.80982713228294,0.105016372191401,0.196330484410656,0.199068002161115,0.191695241403554,0.60758625638352,0.549887268410198,0.237375947737978
"T4AlphaMean",0.298847021096365,0.3413229182033,0.307412790046035,4.58385026592626,0.593193343837328,0.184352205110854,0.889922829208062,2.44934362817613,0.218327378610514,1.67004212404962,3.23176369930439,0.708415102573554,0.71393443578023,0.576494439230663
"T4BetaMean",1.49829376122971,1.59906545514685,3.48221824681286,0.704035422884298,1.06109764933025,3.88643802029024,1.01386469671813,0.14626121344985,11.0544653765717,0.21563581838664,0.29383181162456,0.856869997314388,3.50424985765955,19.802870290856
"T4ThetaMean",0.639961461165598,0.946203116336446,0.454618880365836,0.332090045248135,0.663610397201291,2.68892189817068,0.911683627462514,0.184966584274426,0.209428110144806,0.448734272250994,0.269209967648713,0.487024123435609,0.235264154726317,1.93991149073462
"T4DeltaMean",0.986119516866698,0.850443391391425,0.340724706939279,0.181469013593389,0.998318339054605,3.34130222620405,1.10606265506594,0.145142081709107,0.251322629217133,5.28331736097933,0.0874407160612822,0.358647893836211,0.296919015286502,0.786642103430802
"T5AlphaMean",0.269576226395375,0.301515333689558,3.69026459811625,1.79096204575692,0.27615533943831,0.141252525338976,0.883127605090384,8.19982608473135,0.394107059155121,0.267639218141393,0.4184335704809,0.368770584468799,3.2643913599353,4.3187742585301
"T5BetaMean",0.940585991922075,0.829748150992791,0.818340054391814,1.14831602625118,0.614550295120115,0.432536252916972,0.90752776561316,0.449340833431189,0.704945532739428,0.628244518793945,0.130610143590343,1.66033547172898,0.553794567937328,8.42370228114749
"T5ThetaMean",0.475813967120506,0.416319737643924,1.34161485351093,0.207263180892261,0.357950213501074,0.239125955931449,1.057438790409,0.153739054818923,0.1234718514765,0.230405483233881,0.63563514028079,0.398319802876732,0.19461537967068,0.891479848624558
"T5DeltaMean",0.763236206857458,0.60349710618575,0.14967034869712,0.687688434773573,0.414586617584123,0.254070631882963,0.961998764005526,0.389554776527919,0.199696003424818,6.07458814925841,0.196282206036818,0.62265058666893,0.247828924490644,0.351005529524425
"P3AlphaMean",1.07135660409833,0.815145201209096,7.56027217637885,0.371756716536967,3.10908705321117,0.589454434216718,1.31289277361877,0.957240676616183,0.23481454418502,0.167273910252398,2.45275162005304,1.21001193966526,5.31048581991169,1.55117944571272
"P3BetaMean",1.64882973628679,1.96863507105331,0.56990122112939,0.471205278602321,2.66663161318231,0.213762943503011,0.802786052805175,0.911309954876935,0.275024201903286,0.160995272216495,1.47978835878197,0.436937729205274,9.26712240507114,5.39638108460153
"P3ThetaMean",48.6606045547496,57.1354530440431,0.592774136609829,0.32122098010501,0.281195356085798,0.35666410076913,1.00118654407708,0.134105728422869,0.147639027864434,0.16144888433646,0.0865525880386867,0.3161608074934,0.485707708324843,0.997684008345044
"P3DeltaMean",31.1189708978883,26.7469068425616,0.247840712441623,1.88685368138928,0.364528613359882,0.213523914031901,0.769796516226638,0.0867321849670896,0.0918817547343801,2.31596131124736,0.256036175548693,0.751634095332829,0.164619547959385,0.107710909415787
"PZAlphaMean",0.5084835286329,0.330480157367213,7.08140180313816,0.548089480769784,2.25650462657709,0.243932986648223,0.710613415806925,1.63159030693096,0.286484056876656,0.137717803632381,1.18024373209435,1.51689065237344,4.70035069653976,0.063101161631601
"PZBetaMean",0.153251680210734,0.296525458255062,0.308431996043091,0.387504644705633,8.56004529183876,0.190227730562102,0.847786422450708,0.142804814337596,0.32124913752549,0.0957621939315629,0.557242242716787,0.351610303775266,12.9570299001845,1.16239270735097
"PZThetaMean",0.418593813578359,0.45143943431467,0.500840501628102,0.220021253664454,0.293600916315283,0.614209528756302,0.796187082427938,0.15700939167054,0.13978866129379,0.145986071009427,0.162243449195748,0.475550970429895,0.526300936668031,0.146907152354215
"PZDeltaMean",0.38411043685893,0.599616818642864,0.240036400849484,0.23063170448087,0.656763386348484,0.273821127974978,0.904157263864517,0.0916859616842453,0.0826381894874033,0.116674605386234,0.236162948187782,0.304671468930228,0.171866514796949,0.0468278688097937
"P4AlphaMean",0.267033000339635,0.255515872722153,4.13324030249881,0.595209124574411,0.337245367312054,0.578700417342374,0.901528833713983,3.31026079272411,0.152426181339202,2.33586864757656,0.124470469891862,0.366404663025672,1.6309493162477,0.10965720443915
"P4BetaMean",0.388517995776263,0.375936714884919,1.11304167859497,0.372659051074731,0.867014263726537,0.269933778525893,0.873050574415683,0.32796197256141,1.26188736107986,0.20741894055997,0.177737720041085,0.486780282155235,0.312140946508257,2.13903696974069
"P4ThetaMean",0.47006049685737,0.337823809546861,0.211487869427953,0.323654896908713,0.253431221918563,2.71121945862713,1.13745144366978,0.283362907890814,0.1554236654565,0.200941415961098,0.209064322573646,0.336299687987409,0.244156944559014,0.219966950541068
"P4DeltaMean",0.297525769308058,0.472410471092536,0.106864472476237,0.315060342162457,0.369445425216852,1.20234243628767,0.894293673345208,0.128045907308845,0.247986339430283,0.277945994786392,0.217823953689258,1.55051341343451,0.227715845445927,0.194897838443309
"T6AlphaMean",0.274060936389379,0.300673681079726,2.02460276043989,2.77600271746712,0.379092057562554,0.378341980528319,0.954290409892864,4.56231314259306,0.18714458635711,1.39238657189108,0.0995253155745768,3.13193207167473,1.23948368012762,0.898381375297997
"T6BetaMean",0.550188850668369,0.954909788553875,2.9111908297558,0.700514972343747,0.345529910145816,1.72416653942028,1.24244046475279,0.459551731956765,0.619583491786512,2.04726357435442,0.104852305219727,1.81708781327181,0.36314314039097,3.49353973402096
"T6ThetaMean",0.417013161189808,0.312405867525378,0.205732329243237,0.442505801573624,0.310356716373268,1.05300078086377,0.970528758707146,0.226669367056299,0.174550273868325,0.14131343907227,1.16130799573846,0.487965520020145,0.382182503375511,0.392637212134415
"T6DeltaMean",0.365508083156034,0.402211674878042,0.148920533003199,0.217374108897488,0.629913958491215,0.374588287069835,0.757418561420531,0.173097814681305,0.217700561065791,0.351333370320414,0.36855002323416,0.557118360550385,0.219192305585744,0.302223806886325
"O1AlphaMean",0.339219891344401,0.246363868822958,5.26974338604087,0.225468605240333,0.421856409559483,0.191591790698663,0.83510826714018,16.3369779398013,1.84150897522646,0.266260303024655,0.205735499649497,0.603921050213335,1.27389460357551,0.755540557016791
"O1BetaMean",2.93178318288819,2.67980993633047,21.8817302243387,77.2561281673327,1.425882415896,2.0102363687804,0.922752951204934,0.164291899182419,3.30783494887011,0.323691890803515,44.7619512037434,2.55968385994503,0.226355799566756,6.86766855310408
"O1ThetaMean",0.760941075776421,1.03939936071859,0.272098645655568,0.392404328744228,0.973104434109234,1.1699953727745,1.00534778553692,0.145898993760067,0.166905622062292,0.112471002014059,0.339464829768668,0.305312035559333,0.26902536470563,1.50112859223797
"O1DeltaMean",1.44931958102115,1.21027262645405,0.180083848693765,1.93132998846758,4.41424610023799,5.78811351405341,1.01066697178401,0.130661219972957,0.288698336923992,0.502848032904804,0.576486262962167,0.267250108439341,0.32675381941202,0.557452994864152
"O2AlphaMean",0.369273431478868,0.508661747995267,1.60095694715787,0.639668850158258,0.444760212955796,0.170258958422106,0.909370926177244,17.3235324909393,1.34758595643408,0.336035841663159,0.0813101841292473,2.57144924510432,0.58035545064165,0.0706780419230127
"O2BetaMean",3.44705201979132,3.82195166914587,9.37573034859064,17.4018797259023,0.890755569910849,0.613045416325157,0.994129196219596,1.3431854786007,3.58371555887037,8.76716482527608,1.02440727883994,32.1297554161917,2.00746295363412,1.03888472145705
"O2ThetaMean",1.36268397123154,1.27554042543218,0.495859190740211,0.174361108696101,0.320414268274399,1.6027587916177,0.774668895357632,0.200019242181434,0.443102397290459,0.23937245093707,0.305031922985896,1.87114141070907,0.363175602447724,0.406957545553787
"O2DeltaMean",0.991907374612315,1.8785880044287,0.276950892025887,0.270030245751726,0.452983416489233,1.12235888294987,1.27255615233741,0.405400008620446,0.26633112918678,0.248349753043049,1.42661765461487,2.20906106149758,0.208337705625958,0.513965627978416
"A1AlphaMean",0.426087173994222,0.365278809357615,8.50425632736463,0.703315742648858,0.418910476380871,0.248398494501663,0.75194585288703,0.535249445183053,0.420430033051082,1.57813910099012,1.14274131980864,0.465935755612404,0.831287365026819,1.91053872007587
"A1BetaMean",16.411373667306,16.7875778965069,0.181593178427549,2.16094071809999,1.49897361356739,0.974653755807116,1.11538465335697,1.41151317994664,0.218732181575957,1.15854285305649,0.24315844028144,0.289524534285139,1.14744973309708,3.13088804726197
"A1ThetaMean",0.357222494907289,0.316595602506685,0.300843357903538,0.259297423817476,0.806569973056781,5.22440006112239,0.927706269269187,0.134972905312743,0.32331461953148,3.15348292567469,0.319819546541674,0.288604211626594,0.295112815471538,0.143716396746714
"A1DeltaMean",0.652450891573408,0.617532043084589,0.344009092348815,3.74844407614078,1.60554526864547,1.42296054689521,0.859539401730991,0.142665570071304,0.191631418916451,19.0859500740445,0.980001983592493,0.602453484161509,0.198848218710015,0.164542647706573
"A2AlphaMean",0.388170554005861,0.338188922097104,0.789397051336702,4.39884294135189,0.48946403130315,0.231935703373323,0.824792464118851,0.287303593791785,0.145667726274177,0.0608898820067483,0.145058187204799,0.511752491991333,0.56286165989627,0.183189871885907
"A2BetaMean",1.5879656073969,1.31014899644558,0.256045550650806,0.3641804177706,1.26474248898986,0.376065738846632,0.923420684517605,0.173940904596793,0.480728202932208,0.495475679714792,3.84725293606894,0.563969208709282,2.50340462357717,53.5362899964654
"A2ThetaMean",0.341192276849357,0.425694874269015,0.600278615880952,0.420185517326285,0.37176905581882,5.67873358978725,1.16978846715006,0.118793919553958,0.502851942108353,5.55605274963753,0.742268933346396,0.419049763794481,0.193960723684372,0.162407657223653
"A2DeltaMean",0.739598447067453,0.789835602275936,0.254049020781543,0.795408615879916,2.99841598672125,9.36853228246037,0.989539700147486,0.207511222001805,0.183984629511818,11.93025586205,2.80561657068184,8.2551287813573,1.95885204805619,0.258746027109569
"SC",12.1778142574063,10.9831040730775,70.4437815540589,15.9750305942315,2.6182858759379,81.9431197943519,12.3066031387073,50.3130300599836,73.0447397577053,35.8521190089856,53.9089791398577,1.42879260245961,25.2448313232053,65.3607878389174
"ST",77.2145963834138,76.716383181943,11.6663631660088,48.9819159097606,40.2141321272649,49.2752760753412,12.1808447222372,48.7134361800403,33.4223708767473,9.57266667481978,0.818771050840646,40.9669027427075,5.64986023180199,26.405396194052
"Resp",3.40673805704117,4.86732052946666,33.0529650366739,41.1855380619879,91.3039258367337,69.3788538410992,1.90704618868371,23.0280002693749,7.62635705855714,76.7632616637215,52.456876925513,77.5626526564271,62.552450295244,19.0806065853717
"HRV",39.5884252274624,31.2092710182598,75.0530010663458,13.9730310592875,59.7443170799893,24.5962796017111,66.2065273757144,60.7948477418277,38.0413058782729,35.7159387152071,8.2819839520731,20.5085256262948,95.0940966393725,32.6628219363596
